1	33081	0
1	47596	1
1	47756	0
1	47874	0
1	48179	0
1	50070	0
1	50074	0
1	50417	0
1	50433	0
1	50617	0
1	50978	0
1	50980	0
1	51083	0
1	51166	0
1	51281	0
1	51283	0
1	53467	0
1	53785	0
1	54517	0
1	55600	0
1	56183	0
1	56439	0
1	57098	0
1	58090	0
1	58156	0
1	58309	0
1	58920	0
1	60647	0
1	60932	0
1	60982	0
1	61018	0
1	61335	0
1	61366	0
1	61717	0
1	61762	0
1	62059	0
1	62073	0
1	62083	0
1	62536	0
1	62761	0
1	62995	0
1	63569	0
1	63680	0
1	63734	0
1	64042	0
1	64598	0
1	65090	0
1	66332	0
1	66709	0
1	66752	0
1	67109	0
1	67334	0
1	67865	0
1	67912	0
1	68423	0
1	68907	0
1	68967	0
1	69103	0
1	73225	0
1	73450	0
1	74038	0
1	76351	0
1	76399	0
1	77060	0
1	77959	0
1	78349	0
1	79634	0
1	80009	0
1	80087	0
1	80242	0
1	80483	0
1	80530	0
1	80545	0
1	80800	0
1	80854	0
1	80896	0
1	80932	0
1	80995	0
1	81139	0
1	81423	0
1	81625	0
1	82356	0
1	82980	0
1	83205	0
1	83256	0
1	83391	0
1	83847	0
1	83907	0
1	84952	0
1	85655	0
1	86399	0
1	86829	0
1	86896	0
1	86946	0
1	86950	0
1	86959	0
1	86995	0
1	87999	0
1	88131	0
1	88311	0
1	88341	0
1	88356	0
1	88818	0
1	89100	0
1	89307	0
1	90122	0
1	90400	0
1	92231	0
1	92466	0
1	92469	0
1	92507	0
1	92512	0
1	92517	0
1	92670	0
1	92793	0
1	92805	0
1	93282	0
1	93336	0
1	95434	0
1	103971	0
1	115216	0
1	115221	0
1	115239	0
1	115275	0
1	115307	0
1	115362	0
1	115417	0
1	116294	0
1	116299	0
1	116304	0
1	116322	0
1	116324	0
1	116436	0
1	116632	0
1	117977	0
1	118592	0
1	118799	0
1	118808	0
1	120750	0
1	121012	0
1	121192	0
1	121201	0
1	121237	0
1	121239	0
1	121262	0
1	121351	0
1	122156	0
1	122659	0
1	124692	0
1	124702	0
1	125043	0
1	125299	0
1	125563	0
1	125629	0
1	126690	0
1	126824	0
1	127183	0
1	128144	0
1	128503	0
1	128504	0
1	128889	0
1	129139	0
1	129224	0
1	129437	0
1	129450	0
1	129480	0
1	129667	0
1	129746	0
1	129823	0
1	130004	0
1	130378	0
1	130525	0
1	130932	0
1	130952	0
1	130995	0
1	131883	0
1	132343	0
1	159147	0
1	159635	0
1	160025	0
1	160075	0
1	160659	0
1	160780	0
1	160848	0
1	160904	0
1	160998	0
1	161115	0
1	161223	0
1	161227	0
1	161269	0
1	161291	0
1	161336	0
1	161407	0
1	161445	0
1	161779	0
1	162011	0
1	162117	0
1	162251	0
1	162485	0
1	162541	0
1	162552	0
1	162565	0
1	162790	0
1	162973	0
1	163039	0
1	163140	0
1	163283	0
1	163319	0
1	163525	0
1	163564	0
1	163725	0
1	163910	0
1	163911	0
1	163960	0
1	164021	0
1	164054	0
1	164062	0
1	164063	0
1	164075	0
1	164080	0
1	164089	0
1	164106	0
1	164215	0
1	164222	0
1	164239	0
1	164253	0
1	164267	0
1	164272	0
1	164688	0
1	164965	0
1	165284	0
1	165330	0
1	165418	0
1	165535	0
1	165638	0
1	166087	0
1	166946	0
1	167232	0
1	167381	0
1	168158	0
1	168240	0
1	168249	0
1	169592	0
1	169676	0
1	169758	0
1	169858	0
1	170021	0
1	170061	0
1	170153	0
1	170697	0
1	170884	0
1	171509	0
1	171652	0
1	171673	0
1	171750	0
1	171874	0
1	172030	0
1	172384	0
1	172456	0
1	172939	0
1	173821	0
1	174089	0
1	174314	0
1	174616	0
1	174625	0
1	174739	0
1	174740	0
1	175045	0
1	175493	0
1	175777	0
1	175956	0
1	176309	0
1	176324	0
1	176622	0
1	178226	0
1	182012	0
1	182905	0
1	183031	0
1	183261	0
1	183880	0
1	183993	0
1	184001	0
1	184040	0
1	184752	0
1	185580	0
1	185724	0
1	185996	0
1	186024	0
1	186284	0
1	186342	0
1	186344	0
1	186358	0
1	186364	0
1	186391	0
1	186500	0
1	186503	0
1	186882	0
1	187760	0
1	187864	0
1	187920	0
1	188142	0
1	188682	0
1	188701	0
1	188842	0
1	188884	0
1	189517	0
1	189863	0
2	1816	0
2	2941	0
2	3007	0
2	3644	0
2	8173	0
2	8298	0
2	8380	0
2	8676	0
2	8910	0
2	8990	0
2	9424	0
2	9425	0
2	9431	0
2	9481	0
2	9709	0
2	9735	0
2	9752	0
2	10039	0
2	10280	0
2	10741	0
2	10892	0
2	11082	0
2	11136	0
2	11464	0
2	11465	0
2	11467	0
2	11540	0
2	11634	0
2	12104	0
2	13404	0
2	13705	0
2	13825	0
2	14242	0
2	17013	0
2	17270	0
2	18929	0
2	27160	0
2	27500	0
2	27629	0
2	28101	0
2	28659	0
2	28745	0
2	28768	0
2	29169	0
2	29250	0
2	29615	0
2	29643	0
2	29646	0
2	29928	0
2	30207	0
2	30273	0
2	30315	0
2	30581	0
2	30582	0
2	31341	0
2	31869	0
2	31893	0
2	32026	0
2	32275	0
2	32387	0
2	32491	0
2	32508	0
2	32525	0
2	32532	0
2	32534	0
2	32654	0
2	32977	0
2	33021	0
2	33547	0
2	33832	0
2	33838	0
2	34552	0
2	34774	0
2	34780	0
2	34847	0
2	43365	0
2	43419	0
2	43986	0
2	44520	1
2	44535	1
2	44547	1
2	44688	1
2	45138	1
2	45919	1
2	46610	1
2	47170	1
2	47492	1
2	47628	1
2	47664	1
2	47915	1
2	47916	1
2	47970	1
2	48354	1
2	48378	1
2	48491	1
2	48707	1
2	48813	1
2	48828	1
2	48838	1
2	48861	1
2	48942	1
2	49452	1
2	49602	1
2	49671	1
2	49998	1
2	50205	1
2	50398	1
2	50421	1
2	50485	1
2	50619	1
2	50673	1
2	50674	1
2	50676	1
2	50808	1
2	50814	1
2	50837	1
2	50847	1
2	50864	1
2	50949	1
2	51228	1
2	51246	1
2	51340	1
2	51351	1
2	51512	1
2	51741	1
2	51829	1
2	51848	1
2	51876	1
2	52005	1
2	52146	1
2	52153	1
2	52398	1
2	52403	1
2	52728	1
2	53229	1
2	53427	1
2	53814	1
2	54093	1
2	54112	1
2	54123	1
2	54246	1
2	54365	1
2	54408	1
2	54639	1
2	54669	1
2	54678	1
2	54686	1
2	54774	1
2	54828	1
2	54942	1
2	54947	1
2	54975	1
2	54978	1
2	55092	1
2	55122	1
2	55185	1
2	55533	1
2	55580	1
2	55874	1
2	56251	1
2	59493	1
2	59529	1
2	59567	1
2	59598	1
2	60467	1
2	60582	1
2	61038	1
2	61176	1
2	61263	1
2	61686	1
2	62076	1
2	62265	1
2	62559	1
2	62611	1
2	62641	1
2	62676	1
2	63626	1
2	64127	1
2	64216	1
2	64810	1
2	65029	1
2	65572	1
2	65575	1
2	66085	1
2	66459	1
2	66529	1
2	66823	1
2	66837	1
2	67018	1
2	67111	1
2	67129	1
2	67165	1
2	67636	1
2	68839	1
2	68870	1
2	69191	1
2	69332	1
2	70413	1
2	70491	1
2	70845	1
2	70865	1
2	70986	1
2	71009	1
2	71358	1
2	71491	1
2	71542	1
2	71569	1
2	71838	1
2	72232	1
2	72391	1
2	72916	1
2	72934	1
2	72964	1
2	73147	1
2	73174	1
2	73177	1
2	73210	1
2	73619	1
2	73623	1
2	75595	1
2	76108	1
2	80797	1
2	81349	1
2	81494	1
2	81509	1
2	81566	1
2	81635	1
2	81686	1
2	81932	1
2	82007	1
2	82309	1
2	82340	1
2	83396	1
2	84326	1
2	84481	1
2	84571	1
2	84718	1
2	84972	1
2	84984	1
2	85905	1
2	86179	1
2	86240	1
2	86264	1
2	86769	1
2	86909	1
2	86944	1
2	87377	1
2	87935	1
2	87938	1
2	88619	1
2	88859	1
2	89436	1
2	89470	1
2	90847	1
2	91003	1
2	91969	1
2	93904	1
2	95565	1
2	95571	1
2	95968	1
2	96296	1
2	96734	1
2	96735	1
2	96805	1
2	97000	1
2	97015	1
2	97292	1
2	97351	1
2	97779	1
2	97782	1
2	97842	1
2	98007	1
2	98787	1
2	98791	1
2	98793	1
2	98944	1
2	98975	1
2	98993	1
2	99026	1
2	99077	1
2	99155	1
2	102796	1
2	118552	0
2	121292	0
2	122003	0
2	122506	0
2	122507	0
2	123054	0
2	123087	0
2	123303	0
2	123309	0
2	123921	0
2	124915	0
2	125331	0
2	125873	0
2	126095	0
2	126827	0
2	126860	0
2	127170	0
2	127685	0
2	128273	0
2	128627	0
2	128885	0
2	129305	0
2	129677	0
2	129712	0
2	129785	0
2	129857	0
2	130335	0
2	131026	0
2	131193	0
2	131839	0
2	131934	0
2	132049	0
2	132097	0
2	132121	0
2	132177	0
2	132309	0
2	134290	0
2	134293	0
2	134308	0
2	134383	0
2	134433	0
2	161694	0
2	162182	0
2	162530	0
2	162636	0
2	163430	0
2	163622	0
