10	1006574
10	102094
10	122944
10	129173
10	129929
10	130077
10	130252
10	131154
10	131823
10	134265
10	134447
10	134483
10	134758
10	135204
10	135225
10	135515
10	135629
10	135909
10	137407
10	138924
10	139729
10	140088
10	140541
10	140874
10	142592
10	142800
10	143250
10	143613
10	144452
10	144755
10	145449
10	145568
10	145682
10	147356
10	147371
10	150082
10	150249
10	150419
10	150857
10	151343
10	151604
10	156039
10	157640
10	159619
10	164512
10	165085
10	165922
10	166069
10	166342
10	166519
10	166954
10	167634
10	167869
10	167962
10	168049
10	168386
10	168427
10	168463
10	168733
10	168793
10	168856
10	168988
10	169257
10	170063
10	170132
10	170153
10	170678
10	173052
10	173222
10	173294
10	173627
10	173644
10	173810
10	174025
10	174095
10	174097
10	174201
10	174326
10	174597
10	174841
10	175042
10	175063
10	175065
10	175158
10	175176
10	175262
10	175290
10	175517
10	175753
10	175892
10	176182
10	176458
10	176784
10	176864
10	176901
10	177052
10	177064
10	177328
10	177602
10	177611
10	177752
10	177893
10	178213
10	178298
10	178423
10	178927
10	179134
10	179194
10	179332
10	182363
10	182528
10	182748
10	182825
10	182830
10	182873
10	183362
10	184524
10	184858
10	185011
10	185418
10	185457
10	185866
10	185903
10	186129
10	186437
10	186658
10	186934
10	187573
10	187590
10	188036
10	188972
10	189046
10	189302
10	189627
10	189914
10	190440
10	190480
10	190630
10	191393
10	191483
10	191528
10	191641
10	191645
10	191729
10	191815
10	191951
10	192290
10	192551
10	192803
10	193031
10	193293
10	194608
10	194712
10	195003
10	195097
10	195268
10	195376
10	196246
10	196318
10	196435
10	196651
10	196660
10	196702
10	196716
10	196873
10	196882
10	196948
10	196975
10	196996
10	197031
10	197122
10	197161
10	197170
10	197191
10	197200
10	197214
10	197260
10	197323
10	197416
10	197509
10	197614
10	197635
10	197656
10	197710
10	197767
10	197779
10	197986
10	197989
10	198001
10	198096
10	199066
10	199137
10	199152
10	199354
10	199387
10	199457
10	199950
10	200013
10	203076
10	204376
10	204431
10	204443
10	204468
10	204473
10	204479
10	204506
10	204534
10	204595
10	204606
10	204619
10	204622
10	204657
10	204747
10	204754
10	204806
10	205031
10	205035
10	205365
10	206143
10	206551
10	206584
10	206716
10	206746
10	206770
10	206800
10	206812
10	206854
10	206950
10	207340
10	207708
10	208250
10	209159
10	209180
10	209186
10	209551
10	209855
10	210156
10	210224
10	210339
10	210340
10	210344
10	210469
10	210540
10	210595
10	210642
10	211002
10	211206
10	211365
10	211475
10	211644
10	211801
10	212289
10	213029
10	216181
10	217047
10	217704
10	218820
10	219947
10	220484
10	220540
10	220624
10	220634
10	220637
10	220654
10	220817
10	220818
10	220961
10	220972
10	221486
10	221889
10	222126
10	222141
10	222373
10	222403
10	222451
10	222483
10	222490
10	222506
10	222565
10	222577
10	222634
10	223283
10	223347
10	223447
10	223499
10	223563
10	224883
10	224945
10	225026
10	225730
10	227191
10	227240
10	227364
10	227403
10	227592
10	227715
10	228516
10	228761
10	228891
10	229000
10	229521
10	229851
10	229887
10	229966
10	230449
10	230530
10	230561
10	230749
10	231176
10	231252
10	231775
10	235137
10	235614
10	235617
10	235640
10	235655
10	235726
10	235732
10	235734
10	235762
10	235763
10	235764
10	235836
10	235870
10	235953
10	235961
10	235982
10	236002
10	236003
10	236007
10	236018
10	236032
10	236036
10	236041
10	236078
10	236088
10	236090
10	236096
10	236102
10	236115
10	236151
10	236279
10	236509
10	236521
10	236530
10	236539
10	236551
10	236575
10	236644
10	236653
10	236659
10	236662
10	236668
10	236677
10	236683
10	236696
10	236743
10	236764
10	236770
10	236791
10	236800
10	236806
10	236833
